id,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,device,FoM,Gain,PM,GBW,Power
2579,0,0,1,0,0,0,0,5,1,8,1,5,0,6,11,0,1,6,0,5,0,8,11,5,0,339187,69.18820215662359,54.95524300688912,3.127444112458135,92.2041267
2580,0,0,1,1,0,0,0,5,2,4,1,5,0,6,16,1,2,6,0,5,0,4,16,5,0,203248,-6.252549506,175.8650776866392,4.456127716964092,219.24583351197018
2581,0,0,0,0,0,0,0,5,8,5,0,5,0,6,11,0,8,6,0,5,0,5,11,5,0,204317,77.61305474136682,39.78080726220341,2.552711539912094,124.93877356813647
2582,0,0,3,1,0,0,0,5,0,5,3,5,0,6,16,1,0,6,0,5,0,5,16,5,0,190827,-9.369304431,155.7592860501997,4.499335193590432,235.78084828616664
2583,0,0,1,3,0,0,0,5,8,3,1,5,0,6,6,3,8,6,0,5,0,3,6,5,0,174335,77.07714905282205,46.19591246661468,2.296932228433417,131.75393514976435
2584,0,0,0,3,0,0,0,5,5,6,0,5,0,6,23,3,5,6,0,5,0,6,23,5,0,102295,0.7214076405168058,55.20541880416123,2.585416732239437,252.74126127762227
2585,0,0,3,2,0,0,0,5,3,1,3,5,0,6,17,2,3,6,0,5,0,1,17,5,0,150104,30.62321096407059,-9.977248313,2.305831708900083,153.61560710574554
2586,0,0,3,0,0,0,0,5,2,4,3,5,0,6,24,0,2,6,0,5,0,4,24,5,0,166441,98.62970761938827,121.5255550794473,2.747900799786951,165.0975901242453
2587,0,0,4,3,0,0,0,5,7,0,4,5,0,6,19,3,7,6,0,5,0,0,19,5,0,74712.8,31.40043459159575,-4.747804723,0.7720098568636443,103.33033387366613
2588,0,0,1,3,0,0,0,5,1,7,1,5,0,6,5,3,1,6,0,5,0,7,5,5,0,375676,86.50292803,22.80117901,2.556879005151472,68.06074929331318
2589,0,0,0,0,0,0,0,5,9,5,0,5,0,6,21,0,9,6,0,5,0,5,21,5,0,337557,-8.639767251,60.52193856759089,4.457007144820472,132.03717134648286
2590,0,0,3,2,0,0,0,5,0,2,3,5,0,6,10,2,0,6,0,5,0,2,10,5,0,205879,95.41140483915274,0.1692268701735214,2.303911994745842,111.90611935874188
2591,0,0,0,2,0,0,0,5,1,9,0,5,0,6,22,2,1,6,0,5,0,9,22,5,0,261236,40.87489743678262,56.91067144432157,3.1187681335335307,119.38508220664575
2592,0,0,1,0,0,0,0,5,10,6,1,5,0,6,5,0,10,6,0,5,0,6,5,5,0,151304,100.1424481880492,8.226809723377915,2.608854025602196,172.42465669130993
2593,0,0,2,1,0,0,0,5,4,3,2,5,0,6,24,1,4,6,0,5,0,3,24,5,0,293718,91.03438708899176,58.66768635850824,3.326300033676651,113.24808263969695
2594,0,0,1,0,0,0,0,5,2,0,1,5,0,6,9,0,2,6,0,5,0,0,9,5,0,411185,103.6469444668315,-3.482384169,3.9565007959904697,96.22191461241218
2595,0,0,0,1,0,0,0,5,7,6,0,5,0,6,11,1,7,6,0,5,0,6,11,5,0,241140,75.61107805618896,54.83398149582781,3.253024801622649,134.90191596676823
2596,0,0,2,0,0,0,0,5,5,2,2,5,0,6,13,0,5,6,0,5,0,2,13,5,0,117636,69.39190530018266,30.39613565579817,3.4006094725060927,289.07897858700505
2597,0,0,1,4,0,0,0,5,10,4,1,5,0,6,13,4,10,6,0,5,0,4,13,5,0,177039,64.07165676275616,30.35004230733826,2.503729629783046,141.42249051243206
2598,0,0,3,2,0,0,0,5,10,2,3,5,0,6,17,2,10,6,0,5,0,2,17,5,0,173443,39.65759264098689,-48.08829186,2.634050490194213,151.86836541078125
2599,0,0,3,0,0,0,0,5,0,2,3,5,0,6,16,0,0,6,0,5,0,2,16,5,0,259693,-6.16165337,67.78213438666342,2.983763527802723,114.89580111141704
2600,0,0,4,4,0,0,0,5,6,1,4,5,0,6,4,4,6,6,0,5,0,1,4,5,0,203568,88.18562032,44.12934165995414,2.409969557775854,118.38646338205682
2601,0,0,3,0,0,0,0,5,1,0,3,5,0,6,2,0,1,6,0,5,0,0,2,5,0,240097,84.46873783637949,55.88926007099093,2.5623902725699774,106.72312742641422
2602,0,0,2,0,0,0,0,5,10,3,2,5,0,6,4,0,10,6,0,5,0,3,4,5,0,204546,88.40937844,28.11446466787628,2.418750273441336,118.249698
2603,0,0,4,0,0,0,0,5,4,3,4,5,0,6,9,0,4,6,0,5,0,3,9,5,0,490231,85.71850374616437,54.96604362133185,2.593488779449122,52.903402262384915
2604,0,0,3,2,0,0,0,5,6,7,3,5,0,6,24,2,6,6,0,5,0,7,24,5,0,82874.2,97.13644573871224,154.7131280809621,4.146558343964029,500.3436948970884
2605,0,0,1,0,0,0,0,5,5,7,1,5,0,6,0,0,5,6,0,5,0,7,0,5,0,144680,80.38309569253781,54.91753385991341,2.5515978013046117,176.36147368707572
2606,0,0,2,4,0,0,0,5,6,4,2,5,0,6,9,4,6,6,0,5,0,4,9,5,0,139089,84.23174342596177,34.37667465872364,2.612992218921161,187.86476421004974
2607,0,0,2,1,0,0,0,5,9,2,2,5,0,6,3,1,9,6,0,5,0,2,3,5,0,247247,29.96348032957425,55.77017917835096,2.8061106565651137,113.49422466461125
2608,0,0,3,2,0,0,0,5,0,8,3,5,0,6,1,2,0,6,0,5,0,8,1,5,0,215143,57.96316514,-6.099262022,4.139319757410472,192.39853294834003
2609,0,0,2,3,0,0,0,5,9,7,2,5,0,6,9,3,9,6,0,5,0,7,9,5,0,119445,99.70645869688647,-61.93263775,1.768736716152773,148.07959447049043
2610,0,0,3,0,0,0,0,5,0,7,3,5,0,6,3,0,0,6,0,5,0,7,3,5,0,249077,54.82295752431192,41.97913183,2.525597250265135,101.3982523583123
2611,0,0,2,4,0,0,0,5,7,6,2,5,0,6,12,4,7,6,0,5,0,6,12,5,0,188016,104.6572968835152,-10.4242307,2.388104512413761,127.0160258921454
2612,0,0,3,0,0,0,0,5,10,9,3,5,0,6,15,0,10,6,0,5,0,9,15,5,0,186180,35.50342822197104,-25.44001496,2.892892498609953,155.3814855843782
2613,0,0,1,0,0,0,0,5,8,9,1,5,0,6,12,0,8,6,0,5,0,9,12,5,0,120870,98.83887093524561,11.87006227731801,4.349802581735671,359.8744586527402
2614,0,0,0,4,0,0,0,5,7,10,0,5,0,6,19,4,7,6,0,5,0,10,19,5,0,249183,31.02309801683034,-13.92681467,3.571173707484772,143.31530270864272
2615,0,0,0,0,0,0,0,5,2,9,0,5,0,6,20,0,2,6,0,5,0,9,20,5,0,351571,97.19473940168487,-2.774330873,2.501913919575952,71.16383090687091
2616,0,0,3,0,0,0,0,5,9,10,3,5,0,6,15,0,9,6,0,5,0,10,15,5,0,252725,36.57128838162733,23.91762659474917,2.4854591982733587,98.34639225535102
2617,0,0,1,0,0,0,0,5,10,1,1,5,0,6,6,0,10,6,0,5,0,1,6,5,0,203889,93.82588161510455,32.42680421655924,2.505332419694391,122.87727242246471
2618,0,0,4,4,0,0,0,5,6,10,4,5,0,6,8,4,6,6,0,5,0,10,8,5,0,157003,84.20755229217342,33.48490293760928,3.2749298535500944,208.5902723865209
2619,0,0,1,3,0,0,0,5,10,9,1,5,0,6,9,3,10,6,0,5,0,9,9,5,0,133241,78.41482688777569,47.00468552526401,2.131457074,159.97005979258037
2620,0,0,0,2,0,0,0,5,9,1,0,5,0,6,22,2,9,6,0,5,0,1,22,5,0,352862,42.32597027810257,54.93085529,2.791539354131444,79.11136234934462
2621,0,0,0,1,0,0,0,5,9,1,0,5,0,6,2,1,9,6,0,5,0,1,2,5,0,445203,87.41242651,54.93092209382569,3.604524875839564,80.96362503935427
2622,0,0,3,2,0,0,0,5,0,8,3,5,0,6,18,2,0,6,0,5,0,8,18,5,0,95405.9,39.55944850750059,-21.66882889,6.063080550664343,635.503732
2623,0,0,2,4,0,0,0,5,4,3,2,5,0,6,13,4,4,6,0,5,0,3,13,5,0,267673,73.36656712810155,54.97933056032021,2.583297200463818,96.50944250872587
2624,0,0,1,4,0,0,0,5,4,2,1,5,0,6,13,4,4,6,0,5,0,2,13,5,0,338646,74.98642953001956,12.85670532711626,4.099519530867492,121.05619233262735
2625,0,0,1,4,0,0,0,5,0,9,1,5,0,6,24,4,0,6,0,5,0,9,24,5,0,306285,97.75697692756553,55.34297914,5.459474969225663,178.24819920092932
2626,0,0,3,3,0,0,0,5,0,0,3,5,0,6,9,3,0,6,0,5,0,0,9,5,0,304797,94.71329350418414,-9.512237678,2.787248249,91.44605259848849
2627,0,0,4,0,0,0,0,5,3,10,4,5,0,6,18,0,3,6,0,5,0,10,18,5,0,247376,46.35498545490761,55.29726564651851,2.578753692691505,104.24429583676286
2628,0,0,1,1,0,0,0,5,7,3,1,5,0,6,23,1,7,6,0,5,0,3,23,5,0,278589,0.1870774378750412,56.08753944778368,3.86063951,138.57831824163767
2629,0,0,4,2,0,0,0,5,1,6,4,5,0,6,14,2,1,6,0,5,0,6,14,5,0,164663,92.42604166,-5.07772137,2.175442707120018,132.11484711926892
2630,0,0,1,4,0,0,0,5,5,3,1,5,0,6,22,4,5,6,0,5,0,3,22,5,0,153840,46.94428318253135,54.15432923124188,2.6045349338810952,169.30154276398176
2631,0,0,1,1,0,0,0,5,6,3,1,5,0,6,23,1,6,6,0,5,0,3,23,5,0,131497,-7.105512079,65.81816078686349,3.014359359013853,229.23407826899876
2632,0,0,3,3,0,0,0,5,4,7,3,5,0,6,20,3,4,6,0,5,0,7,20,5,0,188703,100.0858928020159,-14.53004608,2.4973504749583193,132.3429132
2633,0,0,3,1,0,0,0,5,10,1,3,5,0,6,11,1,10,6,0,5,0,1,11,5,0,274445,65.71985955247642,12.24822716193365,2.574894313047237,93.82187006676153
2634,0,0,4,2,0,0,0,5,0,0,4,5,0,6,1,2,0,6,0,5,0,0,1,5,0,397373,56.65122695104113,56.07100436803427,2.9082234916148146,73.18623790783003
2635,0,0,0,1,0,0,0,5,9,5,0,5,0,6,7,1,9,6,0,5,0,5,7,5,0,398754,88.24333663575601,56.08423366253042,3.508133219032797,87.97738001
2636,0,0,4,3,0,0,0,5,1,8,4,5,0,6,24,3,1,6,0,5,0,8,24,5,0,88393.1,100.5555057052555,173.0556128921609,4.175950942075807,472.4295156608159
2637,0,0,2,2,0,0,0,5,3,0,2,5,0,6,3,2,3,6,0,5,0,0,3,5,0,213564,56.78158941818981,-22.62291285,2.5485731385674577,119.33533453987833
2638,0,0,0,1,0,0,0,5,5,9,0,5,0,6,16,1,5,6,0,5,0,9,16,5,0,191510,2.570061611111561,50.46545809766651,3.4283021650058747,179.01426374632524
2639,0,0,0,3,0,0,0,5,10,6,0,5,0,6,14,3,10,6,0,5,0,6,14,5,0,132584,88.34322281,-18.02968079,4.375972432090175,330.05282930747114
2640,0,0,0,3,0,0,0,5,7,6,0,5,0,6,17,3,7,6,0,5,0,6,17,5,0,221881,6.469895016,-13.77316869,2.5370501333159408,114.34282941378218
2641,0,0,0,2,0,0,0,5,9,9,0,5,0,6,0,2,9,6,0,5,0,9,0,5,0,226803,88.78530744426274,44.12393906448236,2.485292701326983,109.57935747441537
2642,0,0,2,0,0,0,0,5,0,10,2,5,0,6,15,0,0,6,0,5,0,10,15,5,0,207800,36.88389057336558,0.4082337560567689,1.476652396671417,71.06123179361967
2643,0,0,3,0,0,0,0,5,2,3,3,5,0,6,18,0,2,6,0,5,0,3,18,5,0,212857,42.3086476,-27.70211971,3.553820009531632,166.9580990773915
2644,0,0,0,0,0,0,0,5,8,1,0,5,0,6,16,0,8,6,0,5,0,1,16,5,0,140016,-5.719651686,176.2525464839103,2.990432288840172,213.57789744316162
2645,0,0,2,2,0,0,0,5,2,1,2,5,0,6,6,2,2,6,0,5,0,1,6,5,0,219699,97.75117950891513,-21.10368239,2.597581116637656,118.23363404647522
2646,0,0,0,2,0,0,0,5,6,7,0,5,0,6,13,2,6,6,0,5,0,7,13,5,0,54421.5,69.18112109816343,24.18223597426479,4.060774633855044,746.1710231902914
2647,0,0,1,1,0,0,0,5,3,2,1,5,0,6,5,1,3,6,0,5,0,2,5,5,0,230024,84.09484432023204,53.55634388664431,2.529083005849416,109.94865778568392
2648,0,0,2,2,0,0,0,5,2,6,2,5,0,6,24,2,2,6,0,5,0,6,24,5,0,82133.5,103.0300013009817,147.9002418302558,1.8429362777501048,224.3830200527318
2649,0,0,1,1,0,0,0,5,7,0,1,5,0,6,1,1,7,6,0,5,0,0,1,5,0,394810,56.935503,55.08385000353149,3.758604562758292,95.20033846048204
2650,0,0,4,0,0,0,0,5,0,9,4,5,0,6,10,0,0,6,0,5,0,9,10,5,0,275829,88.32737394510603,55.03571523391813,2.700029784188334,97.88781397852779
2651,0,0,0,4,0,0,0,5,7,3,0,5,0,6,9,4,7,6,0,5,0,3,9,5,0,390109,86.42481590551276,51.89259283800713,2.274010060681556,58.29165850266351
2652,0,0,1,0,0,0,0,5,5,4,1,5,0,6,4,0,5,6,0,5,0,4,4,5,0,187645,83.92806927,54.00579883370136,2.498628711106238,133.157223
2653,0,0,4,1,0,0,0,5,7,10,4,5,0,6,20,1,7,6,0,5,0,10,20,5,0,108214,80.78414327380429,53.36606102039553,3.634271357058865,335.84114412727234
2654,0,0,3,1,0,0,0,5,5,6,3,5,0,6,12,1,5,6,0,5,0,6,12,5,0,103036,87.18499068094044,13.31002530058615,3.474048032322884,337.16837147432784
2655,0,0,2,3,0,0,0,5,10,0,2,5,0,6,7,3,10,6,0,5,0,0,7,5,0,67454.8,84.76941031879825,46.41738731751151,2.6163790785046377,387.87144554644556
2656,0,0,2,1,0,0,0,5,2,9,2,5,0,6,17,1,2,6,0,5,0,9,17,5,0,151968,24.33146157503518,-39.42522773,2.382495405962741,156.77612431319363
2657,0,0,1,1,0,0,0,5,4,5,1,5,0,6,15,1,4,6,0,5,0,5,15,5,0,233013,37.75708352041782,53.77877094042132,1.694184508,72.70772479077006
2658,0,0,1,3,0,0,0,5,1,2,1,5,0,6,18,3,1,6,0,5,0,2,18,5,0,176749,47.23334843708336,50.13921323,2.540233235,143.7198080089596
2659,0,0,2,3,0,0,0,5,7,7,2,5,0,6,8,3,7,6,0,5,0,7,8,5,0,174809,87.06764261911495,32.44065047229518,2.468241673997388,141.19648725165112
2660,0,0,2,2,0,0,0,5,0,0,2,5,0,6,19,2,0,6,0,5,0,0,19,5,0,256964,35.79116748597379,8.537397544,2.534615995169349,98.63700733057352
2661,0,0,1,1,0,0,0,5,7,3,1,5,0,6,5,1,7,6,0,5,0,3,5,5,0,225283,83.96532708828472,52.62403418245847,3.686217107955541,163.6260662347155
2662,0,0,2,1,0,0,0,5,2,4,2,5,0,6,19,1,2,6,0,5,0,4,19,5,0,186670,34.36993147538552,-10.15380202,2.277003064834328,121.98012882810993
2663,0,0,4,1,0,0,0,5,4,3,4,5,0,6,10,1,4,6,0,5,0,3,10,5,0,295076,86.58094017818226,55.04516288191208,3.359103376824806,113.83858317263369
2664,0,0,2,4,0,0,0,5,7,9,2,5,0,6,13,4,7,6,0,5,0,9,13,5,0,186235,67.92081360354433,34.70063744027744,3.892268756541373,208.99770486435813
2665,0,0,2,1,0,0,0,5,1,3,2,5,0,6,24,1,1,6,0,5,0,3,24,5,0,229764,97.43902440066691,50.18898676484721,5.521111938468403,240.2949086
2666,0,0,0,3,0,0,0,5,4,4,0,5,0,6,19,3,4,6,0,5,0,4,19,5,0,190477,38.25536960784338,-17.34691,2.558539659361468,134.32276124474177
2667,0,0,4,3,0,0,0,5,2,4,4,5,0,6,14,3,2,6,0,5,0,4,14,5,0,192271,100.5458751675981,-29.99140151,2.737781204252115,142.39179097482796
2668,0,0,4,4,0,0,0,5,1,8,4,5,0,6,18,4,1,6,0,5,0,8,18,5,0,442554,38.50157375995543,53.47949802412519,3.720863781226508,84.07705683886053
2669,0,0,1,4,0,0,0,5,7,2,1,5,0,6,24,4,7,6,0,5,0,2,24,5,0,267685,95.96703812745622,54.60924811187761,5.348687846879505,199.81275928346773
2670,0,0,2,0,0,0,0,5,6,7,2,5,0,6,17,0,6,6,0,5,0,7,17,5,0,180935,33.37453552094374,-29.71794793,2.490056307744963,137.62159381794362
2671,0,0,2,0,0,0,0,5,1,7,2,5,0,6,3,0,1,6,0,5,0,7,3,5,0,209630,58.28793092108852,36.15768119514009,2.538242333178104,121.08201751553233
2672,0,0,0,0,0,0,0,5,3,9,0,5,0,6,6,0,3,6,0,5,0,9,6,5,0,338435,97.00653687179859,-15.42305773,3.945755781942613,116.58828968465474
2673,0,0,2,4,0,0,0,5,7,4,2,5,0,6,18,4,7,6,0,5,0,4,18,5,0,101494,42.42946995,39.64049544860904,4.6966260522759455,462.74913317791646
2674,0,0,2,0,0,0,0,5,4,0,2,5,0,6,0,0,4,6,0,5,0,0,0,5,0,546554,89.22374000479294,56.77991636563568,2.9715965437225322,54.36967881897365
2675,0,0,3,0,0,0,0,5,5,9,3,5,0,6,0,0,5,6,0,5,0,9,0,5,0,159275,85.69233706335041,33.45718213,2.319834654550643,145.6496408444918
2676,0,0,1,2,0,0,0,5,1,9,1,5,0,6,8,2,1,6,0,5,0,9,8,5,0,237565,78.35681605963359,53.52345686705479,2.882582207281521,121.33867393267194
2677,0,0,0,1,0,0,0,5,8,6,0,5,0,6,14,1,8,6,0,5,0,6,14,5,0,91703.2,84.32825250289012,6.465207928009886,4.141477450397012,451.61754992159626
2678,0,0,4,0,0,0,0,5,2,6,4,5,0,6,3,0,2,6,0,5,0,6,3,5,0,191964,56.82383678990071,44.50399850222885,2.5884560395447926,134.84070135779587
2679,0,0,2,4,0,0,0,5,3,4,2,5,0,6,17,4,3,6,0,5,0,4,17,5,0,236721,35.69550507574969,6.615924175,2.348168867181659,99.19562975746382
2680,0,0,3,0,0,0,0,5,2,5,3,5,0,6,19,0,2,6,0,5,0,5,19,5,0,173414,30.79067391094419,0.9771047849321008,1.195956335549007,68.96538546766737
2681,0,0,1,2,0,0,0,5,3,2,1,5,0,6,9,2,3,6,0,5,0,2,9,5,0,263899,82.10202578348492,54.87110916964715,2.453735073597817,92.98008228897486
2682,0,0,2,0,0,0,0,5,10,6,2,5,0,6,10,0,10,6,0,5,0,6,10,5,0,106266,92.34955138,-7.351582178,6.548345590068921,616.2220832692414
2683,0,0,1,3,0,0,0,5,7,3,1,5,0,6,2,3,7,6,0,5,0,3,2,5,0,197355,82.68614631911822,50.73860242389362,2.569415183217193,130.19255571012607
2684,0,0,2,1,0,0,0,5,1,9,2,5,0,6,18,1,1,6,0,5,0,9,18,5,0,319709,44.47551310681626,60.63984378689239,3.1407909688448337,98.23905391605597
2685,0,0,1,3,0,0,0,5,9,6,1,5,0,6,18,3,9,6,0,5,0,6,18,5,0,340449,25.29470839534536,28.53271082555187,2.4871358748035877,73.05458012223822
2686,0,0,1,3,0,0,0,5,2,7,1,5,0,6,19,3,2,6,0,5,0,7,19,5,0,132172,35.85485571548464,-49.14359111,1.947568662430951,147.35107756793806
2687,0,0,0,2,0,0,0,5,2,5,0,5,0,6,12,2,2,6,0,5,0,5,12,5,0,136347,91.25266537506924,-5.920218018,1.466467312380512,107.55405783629358
2688,0,0,3,1,0,0,0,5,4,7,3,5,0,6,0,1,4,6,0,5,0,7,0,5,0,245882,87.87435020945031,45.83356101941944,2.503633407511412,101.82255746705378
2689,0,0,2,3,0,0,0,5,5,4,2,5,0,6,16,3,5,6,0,5,0,4,16,5,0,112170,2.765205449,55.67118979805964,2.484513264311668,221.49534316766227
2690,0,0,1,1,0,0,0,5,4,0,1,5,0,6,16,1,4,6,0,5,0,0,16,5,0,277243,4.564215969718721,54.92686643515848,2.548437294356282,91.92070834453104
2691,0,0,2,3,0,0,0,5,7,4,2,5,0,6,2,3,7,6,0,5,0,4,2,5,0,247255,83.84230567540075,40.35512443856505,2.647302125241867,107.06768822640055
2692,0,0,0,0,0,0,0,5,4,9,0,5,0,6,5,0,4,6,0,5,0,9,5,5,0,469277,90.80490642,59.38251836153989,2.796646669455328,59.594795173326794
2693,0,0,0,0,0,0,0,5,9,9,0,5,0,6,11,0,9,6,0,5,0,9,11,5,0,268411,73.13720785612077,55.27978764599472,2.8128395490251177,104.79598634277721
2694,0,0,2,2,0,0,0,5,6,2,2,5,0,6,4,2,6,6,0,5,0,2,4,5,0,129263,85.95037558443417,26.93108402330427,3.7529451220276493,290.3340570795703
2695,0,0,3,1,0,0,0,5,6,0,3,5,0,6,5,1,6,6,0,5,0,0,5,5,0,163689,86.32960432384948,19.66089596,2.353896956894212,143.8030018446085
2696,0,0,1,0,0,0,0,5,0,0,1,5,0,6,8,0,0,6,0,5,0,0,8,5,0,637153,87.13891738686087,61.34663730802831,2.570931289546878,40.35029717425607
2697,0,0,3,4,0,0,0,5,5,8,3,5,0,6,18,4,5,6,0,5,0,8,18,5,0,110330,47.69934864045507,30.20823259402872,2.798723378114339,253.66839283189876
2698,0,0,4,3,0,0,0,5,7,9,4,5,0,6,21,3,7,6,0,5,0,9,21,5,0,115680,-8.507728548,162.3387197317036,3.252886824949485,281.19699385801215
2699,0,0,4,1,0,0,0,5,4,5,4,5,0,6,2,1,4,6,0,5,0,5,2,5,0,518744,87.92230752616337,55.02836783640332,2.953165386519792,56.92914783630832
2700,0,0,4,1,0,0,0,5,4,9,4,5,0,6,17,1,4,6,0,5,0,9,17,5,0,185226,4.942607387154708,-5.915405316,3.4601993900308328,186.8095942270973
2701,0,0,1,2,0,0,0,5,5,5,1,5,0,6,16,2,5,6,0,5,0,5,16,5,0,102953,1.513698245815506,55.22905324800927,2.771875887972795,269.2370196082479
2702,0,0,0,1,0,0,0,5,2,9,0,5,0,6,24,1,2,6,0,5,0,9,24,5,0,123817,101.5664697938168,164.8840470936479,2.828999376988868,228.4823067098111
2703,0,0,4,1,0,0,0,5,10,6,4,5,0,6,17,1,10,6,0,5,0,6,17,5,0,157047,4.946299018655874,-7.336205841,2.474803757,157.58363783151282
2704,0,0,0,1,0,0,0,5,4,4,0,5,0,6,9,1,4,6,0,5,0,4,9,5,0,354122,84.25465881,55.09293483450471,3.472500546434718,98.05944128
2705,0,0,1,1,0,0,0,5,3,1,1,5,0,6,0,1,3,6,0,5,0,1,0,5,0,271662,81.29911577566887,54.41373447954157,2.437975550317904,89.7429729
2706,0,0,4,4,0,0,0,5,10,4,4,5,0,6,18,4,10,6,0,5,0,4,18,5,0,226829,39.14795732801602,32.20393567775063,2.7018501918872277,119.11396655133285
2707,0,0,0,4,0,0,0,5,8,2,0,5,0,6,21,4,8,6,0,5,0,2,21,5,0,169325,-10.44969043,179.1623164977944,3.007496322991617,177.61679155420742
2708,0,0,1,0,0,0,0,5,5,3,1,5,0,6,20,0,5,6,0,5,0,3,20,5,0,112361,80.22707286311177,50.61016947243776,2.603139468122431,231.6764240370263
2709,0,0,3,1,0,0,0,5,5,3,3,5,0,6,13,1,5,6,0,5,0,3,13,5,0,181490,64.81668038,40.41948027362817,1.401881845,77.24292494940218
2710,0,0,4,3,0,0,0,5,1,6,4,5,0,6,18,3,1,6,0,5,0,6,18,5,0,166747,41.90407561973598,39.79015621836785,2.2650678379062312,135.83859607106763
2711,0,0,2,4,0,0,0,5,4,0,2,5,0,6,16,4,4,6,0,5,0,0,16,5,0,314631,-7.806394441,137.6984288117795,2.8673240869459953,91.13291719334698
2712,0,0,4,3,0,0,0,5,3,6,4,5,0,6,3,3,3,6,0,5,0,6,3,5,0,119764,54.86780227554472,18.20032609610276,1.4685379581065838,122.61931449405363
2713,0,0,3,1,0,0,0,5,0,3,3,5,0,6,0,1,0,6,0,5,0,3,0,5,0,344125,84.66744181,48.67701753222057,2.502538755459232,72.72179456474339
2714,0,0,3,3,0,0,0,5,10,4,3,5,0,6,6,3,10,6,0,5,0,4,6,5,0,130034,95.93706813679525,-20.52813598,1.778514412027663,136.7730295174849
2715,0,0,1,0,0,0,0,5,2,4,1,5,0,6,16,0,2,6,0,5,0,4,16,5,0,253013,-7.554009944,102.2196586,5.684136694288027,224.65789087074685
2716,0,0,2,3,0,0,0,5,0,9,2,5,0,6,18,3,0,6,0,5,0,9,18,5,0,135288,31.03910891,40.48442774556953,1.6802363964829998,124.19700169142864
2717,0,0,3,4,0,0,0,5,6,8,3,5,0,6,10,4,6,6,0,5,0,8,10,5,0,136046,85.78841134804192,20.92776460332414,2.761575578095682,202.9883699701338
2718,0,0,2,3,0,0,0,5,6,4,2,5,0,6,10,3,6,6,0,5,0,4,10,5,0,134502,81.84973391031862,27.18881550939947,2.675380402957072,198.91008334129393
2719,0,0,1,3,0,0,0,5,6,0,1,5,0,6,3,3,6,6,0,5,0,0,3,5,0,179821,57.67774862559599,34.83286996586904,2.489745851577831,138.4569016732101
2720,0,0,0,1,0,0,0,5,3,3,0,5,0,6,19,1,3,6,0,5,0,3,19,5,0,205678,6.142939247752826,-2.462595801,3.3283786240245368,161.82472719612875
2721,0,0,1,3,0,0,0,5,0,1,1,5,0,6,2,3,0,6,0,5,0,1,2,5,0,289133,80.39460172281596,48.23515836968212,2.4631273122384276,85.19011362377964
2722,0,0,2,4,0,0,0,5,9,9,2,5,0,6,23,4,9,6,0,5,0,9,23,5,0,83801.9,-8.30775624,171.3836432273711,1.9772780849604081,235.94668915148802
2723,0,0,4,3,0,0,0,5,6,5,4,5,0,6,16,3,6,6,0,5,0,5,16,5,0,48794,-31.83270143,58.77475268547396,2.9874705090531233,612.2618578212738
2724,0,0,4,1,0,0,0,5,1,6,4,5,0,6,19,1,1,6,0,5,0,6,19,5,0,174974,32.39564940271521,1.707287298,1.6659779130298191,95.21288380158303
2725,0,0,4,2,0,0,0,5,2,7,4,5,0,6,11,2,2,6,0,5,0,7,11,5,0,74055.4,68.83136535663338,55.20964074,1.161190465905964,156.80024223837344
2726,0,0,4,1,0,0,0,5,2,7,4,5,0,6,4,1,2,6,0,5,0,7,4,5,0,382715,88.21931555661799,57.84680371176363,3.028321894871411,79.12733744095242
2727,0,0,1,0,0,0,0,5,7,5,1,5,0,6,23,0,7,6,0,5,0,5,23,5,0,223300,-7.696826823,55.38491700117171,6.154502226412017,275.6158632517697
2728,0,0,2,2,0,0,0,5,10,7,2,5,0,6,20,2,10,6,0,5,0,7,20,5,0,136701,102.8454971194648,-12.96294118,3.5081787645925933,256.6315363159446
2729,0,0,4,3,0,0,0,5,0,1,4,5,0,6,8,3,0,6,0,5,0,1,8,5,0,209625,84.31701772,46.91133628417898,2.498591931878495,119.1934135660582
2730,0,0,0,4,0,0,0,5,6,3,0,5,0,6,17,4,6,6,0,5,0,3,17,5,0,111920,32.84078876926292,9.134951104308174,2.771864711,247.66482410405558
2731,0,0,3,3,0,0,0,5,0,10,3,5,0,6,11,3,0,6,0,5,0,10,11,5,0,277680,72.95823458238758,-0.054788551,2.678511878234213,96.46038167077978
2732,0,0,3,4,0,0,0,5,3,5,3,5,0,6,14,4,3,6,0,5,0,5,14,5,0,100911,74.67335200769531,19.19819537798823,0.7303189613164061,72.37258191043654
2733,0,0,3,2,0,0,0,5,2,1,3,5,0,6,19,2,2,6,0,5,0,1,19,5,0,121936,35.79775868795244,-5.804955612,1.637745172366589,134.3118662549689
2734,0,0,2,0,0,0,0,5,5,1,2,5,0,6,2,0,5,6,0,5,0,1,2,5,0,174607,82.11649357302957,38.98744481148039,2.7434496084004163,157.12139882137694
2735,0,0,4,1,0,0,0,5,7,0,4,5,0,6,15,1,7,6,0,5,0,0,15,5,0,279666,38.04836475602025,19.47636987705363,2.9804846933204203,106.57300827846146
2736,0,0,0,0,0,0,0,5,5,8,0,5,0,6,17,0,5,6,0,5,0,8,17,5,0,56180.8,20.80856950285547,49.34351312180717,2.6114969605443963,464.8379803321413
2737,0,0,1,0,0,0,0,5,0,1,1,5,0,6,12,0,0,6,0,5,0,1,12,5,0,238927,82.19033864,59.85884183791081,2.787226265694327,116.65597716852123
